id,question,answerKey,choice_0,choice_1,choice_2,choice_3
MCAS_1999_4_3,The life cycle of some plants includes the process of pollination. Pollination is helped by,0,"wind, water, and insects.","sun, water, and roots.","humans, sun, and stems.","roots, wind, and stems."
Mercury_SC_400862,"A wire is wrapped around a metal nail and connected to a battery. If the battery is active, the nail will",3,vibrate.,create sound.,produce heat.,become magnetic.
Mercury_7203508,"The numbat, a small Australian marsupial, requires fallen logs and dead trees for shelter and for its primary food, termites. Loss of old-growth forests containing logs and dead trees could threaten the numbat with extinction. What would be the best method to protect the numbat from extinction?",1,provide feeding stations with termites for the numbats,protect areas of old-growth forest from clear-cutting,prohibit hiking in forests where numbats live,move the numbat to a different habitat
Mercury_7016573,"When a predator feeding on certain prey is removed from the environment, which variable will most likely determine whether or not the prey will survive?",1,temperature,available food,relative humidity,competition with other species
Mercury_SC_415772,"If you bounce a rubber ball on the floor, it goes up and then comes down. What causes the ball to come down?",1,magnetism,gravity,electricity,friction
Mercury_7057540,"Persians are one of several breeds of domestic cat, Felis catus. Which attribute can be used to classify organisms as Felis catus?",3,form of locomotion,method and frequency of reproduction,environment in which they are found,genetic and structural characteristics
Mercury_417570,"Most South American monkeys have color vision. But the members of one genus, Aotus , also known as ""owl monkeys,"" do not have color vision. Scientists think that the genus evolved from monkeys that did have color vision. The ability to see color was lost when it was no longer helpful. Which other trait of the genus would contribute most to making color vision unimportant?",2,The monkeys live in the trees of dense forests.,The monkeys make eight different sounds.,The monkeys are active only at night.,The monkeys choose mates for life.
Mercury_7064523,Which organelle in a plant cell captures sunlight and converts the energy into food?,1,nucleus,chloroplast,cell membrane,cell wall
Mercury_SC_401367,The force necessary to keep planets in orbit around the Sun is,0,gravity.,friction.,magnetism.,nuclear.
Mercury_7090650,Which of these geologic features results from tectonic plates slowly moving over a hot spot?,1,plateaus,islands,canyons,deltas
NCEOGA_2013_5_48,The weather forecast indicates that a warm front will be moving into the area in the next 24 hours. Which type of weather will most likely result?,2,clear skies and cold temperatures,clear skies and hot temperatures,cloudy skies and rainy weather,heavy snow and ice
MDSA_2010_4_13,Flexibility is a physical property of some matter. Which of these materials best demonstrates the property of flexibility?,2,a mirror,a pencil,a metal wire,a telephone pole
Mercury_7247905,Which of these structures is produced in an ovary?,2,fetus,sperm,egg,embryo
Mercury_7188265,"Students run laps around the track in physical education class. After a few laps, the students' breathing gets heavier, and their pace begins to slow. The students are most likely slowing down because",3,they are exhaling carbon dioxide.,their lung cells are multiplying.,their respiratory system stops functioning.,they are getting less oxygen to their cells.
Mercury_401035,"The Periodic Table is arranged in rows and columns. From left to right along a row, the atomic number in each column",1,decreases by 2.,increases by 1.,decreases for gases.,increases for metals.
Mercury_7213080,"Which of these gases, on average, has the lowest volume in the atmosphere of Earth?",3,oxygen,nitrogen,water vapor,carbon dioxide
Mercury_7233783,The most significant human-induced impact on Earth's atmosphere comes from the use of which energy resource?,1,flowing water,fossil fuels,sunlight,winds
MDSA_2008_5_39,The building of houses in Maryland uses many different materials. Which building material is made of a renewable natural resource?,2,copper wire,steel beams,wood boards,plastic siding
AKDE&ED_2008_4_22,Which tool would best help a student closely observe the smallest living thing in a drop of pond water?,3,telescope,binoculars,hand lens,microscope
Mercury_7026600,Planting certain crop plants in a field causes a disruption of the natural nitrogen cycle in that field. Which outcome would this disruption most DIRECTLY cause in the field over time?,1,topsoil erodes,soil nutrients decrease,desert conditions appear,atmospheric carbon dioxide increases
Mercury_7166740,Sally noticed that there was a decline in the number of eggs her hens were laying. She decided to investigate if the decline might be caused by the amount of food she was feeding the hens. Which would be the dependent (responding) variable in Sally's investigation?,0,number of eggs laid,size of the cage,amount of food,age of hens
Mercury_7123480,Which measurement is best expressed in light-years?,1,the rate at which the universe is expanding,the distance between stars in the Milky Way,the time it takes for planets to complete their orbits,the speed at which light travels through the universe
Mercury_SC_413454,In which way are sugars usually transported throughout a pine tree?,1,across from the cones to the needles,down from the needles to the roots,up from the roots to the branches,circular from the top to the bottom of the trunk
TIMSS_2011_4_pg90,Water that has its salt removed before it can be used as drinking water is most likely to have come from,3,underground,a river,a lake,a sea
Mercury_7003710,Charged particles formed during a chemical reaction are called,0,ions.,protons.,molecules.,neutrons.
Mercury_SC_409254,A grocery company found a way to keep fresh foods from spoiling when transporting them long distances. How might this new technology help people in Hawaii?,0,by increasing the types of food available in stores,by decreasing the amount of food sold in stores,by increasing the time it takes to shop in stores,by decreasing the number of stores
MDSA_2010_4_24,A student notices a paw print while walking in a park. The paw print could be considered a fossil if the print was in ___.,0,rock,topsoil,thick mud,loose sand
TIMSS_2007_4_pg35,Which of the following runs ONLY on electricity?,2,a sailboat,a motorcycle,a ceiling fan,a steam engine
Mercury_7064383,The muscles exert forces on the body and enable movement by,3,pushing on tendons.,squeezing ligaments.,stimulating the spinal cord.,pulling on bones.
MCAS_2013_8_29420,"A cold can of juice is removed from the refrigerator and is placed outdoors on a warm day. After several minutes, moisture appears on the outside of the cold can. Which of the following statements best explains why the moisture appears?",1,The warm air absorbs cold from the can and changes to a liquid.,Water vapor in the air condenses into a liquid on the cold can.,The warm air causes heat to flow out of the can and condense in the air.,Water vapor in the air absorbs heat from the can and changes to a liquid.
Mercury_7248133,Actin filaments are part of the contractile machinery in smooth muscle cells of eukaryotic organisms. Which organelle is responsible for contractile movement in these cells?,1,nucleus,cytoskeleton,endoplasmic reticulum,plasma membrane
Mercury_SC_413544,A weather balloon is about 2 meters wide when it is near the ground. It grows to about 6 meters wide at higher altitudes. Which change most likely makes the balloon become wider at higher altitudes?,2,More gases enter the balloon.,The gas inside the balloon gets much hotter.,The air pressure surrounding the balloon decreases.,Sunlight breaks down the material of the balloon.
Mercury_7041825,"When blood that is high in carbon dioxide exits the heart, it immediately enters which body system?",1,nervous,respiratory,digestive,muscular
Mercury_177380,One method used to speed up the rate of a chemical reaction is to,0,add a catalyst,add an inhibitor,decrease the temperature,decrease reactant concentration
Mercury_7069528,"In an electric motor, electrical energy is converted into",0,mechanical energy.,chemical energy.,thermal energy.,light energy.
Mercury_SC_401245,Diamonds are formed when carbon is placed under extreme heat and pressure. This process occurs,3,in caves.,in the ocean.,in the atmosphere of Earth.,beneath the surface of Earth.
VASoL_2011_5_19,Sonar helps people find which information about an object?,2,Color,Weight,Location,Temperature
Mercury_SC_400206,Which description is an example of camouflage?,2,plant leaves closing up when touched,butterflies migrating south for the winter,green insects sitting on green leaves,earthworms moving through soil
Mercury_7215408,Which object is a planet found in the Milky Way Galaxy?,1,Orion,Earth,Polaris,Titan
Mercury_7205538,There are many different types of living cells on Earth. Which of these characteristics do all living cells have in common?,0,require water for survival,require silicon for structural support,require oxygen for respiration,require sunlight for photosynthesis
WASL_2004_8_16,Some scientists have suggested that the Moon was formed when a large body struck Earth and broke off a piece of Earth billions of years ago. Which observation would best support this suggestion?,3,The rocks of the Moon are older than Earth rocks.,"The Earth has free standing water, but the Moon does not.",The Earth and the Moon are gravitationally locked together.,The chemical composition of Moon rocks is similar to Earth rocks.
Mercury_7210735,The Milky Way Galaxy looks like a band of light across the sky. Which observation would provide the best view of this band of light without a telescope?,3,observing only near the north or south pole,observing only during a lunar or solar eclipse,"observing on any sunny, clear day","observing on any dark, clear night"
Mercury_SC_400171,The use of the Internet has changed life for many people by directly allowing them to,1,build bigger houses.,communicate faster.,drive larger cars.,eat junk food.
Mercury_7084508,Which best describes the Sun?,1,very small white dwarf,medium yellow dwarf,large blue giant,red supergiant
Mercury_7027370,The relationships among elements were used to organize the elements systematically long before the behavior of electrons was understood. Which scientist is credited with this organization of elements?,3,Democritus,John Dalton,Robert Millikan,Dmitri Mendeleev
MDSA_2011_5_6,Planets in our solar system have different solar years. Which statement explains the cause of an Earth solar year?,1,Earth rotates around the sun.,Earth revolves around the sun.,The sun rotates around Earth.,The sun revolves around Earth.
MCAS_1998_4_25,At 10 A.M. the Sun is shining on a puddle of water on the road. At 2 P.M. the Sun is still shining and the puddle has disappeared. What happened to the water?,2,It rained.,It condensed.,It evaporated.,It froze.
Mercury_7014245,A plant growing on a hillside has a stem that curves so that the plant is vertical. This curve is not observed in plants of the same species growing on level ground. Which statement best explains the curved stem of the plant growing on the hillside?,3,It is a trait for which the plant has no genes.,It is a trait that is usually detrimental to plant survival.,It is a trait that developed in response to temperature variations.,It is a trait that is only expressed under particular environmental conditions.
Mercury_7271653,Just under half the oil that enters ocean water comes from natural oil seeps on the ocean floor. Just over half the oil in the oceans comes from human activities. Which human activity contributes the most oil to the oceans?,0,transporting oil over the ocean surface,drilling for oil on the ocean floor,polluting land with oil that reaches the oceans in runoff,polluting air with oil that reaches the ocean in precipitation
MDSA_2011_4_36,"A teacher carefully places some objects into very hot water. After one minute, which item is most likely too hot to touch?",1,a cloth napkin,a metal spoon,a plastic pencil,a wooden stick
Mercury_7177940,"Ocean currents, prevailing wind patterns, and other atmospheric disturbances are initially caused by which of these?",2,differences in the cycles of the Moon,gravitational pull of the Sun,incoming solar radiation,ozone layer depletion
MCAS_2005_5_27,Clouds and fog are made up of,0,water.,heat.,light.,helium.
TIMSS_2007_8_pg105,What is the main function of chlorophyll in plants?,0,To absorb light energy,To break down carbon dioxide,To make plants' leaves poisonous to insects,To protect plants from disease
Mercury_SC_401178,Which is a step in the process of photosynthesis?,0,plants taking in carbon dioxide,water changing from a gas to a liquid,oxygen converting to cellular energy,bacteria removing nitrogen from the atmosphere
Mercury_7186918,Some scientists have suggested that pandas may be more closely related to raccoons than to bears. What could scientists compare between pandas and the raccoons to help classify the panda more accurately?,1,their diets,their DNA,their body sizes,their geographic distribution
Mercury_7245140,Why do astronauts need oxygen in the backpacks of their spacesuits?,0,to help astronauts breathe in outer space,to help with the weight of astronauts during space walks,to manage carbon dioxide that astronauts breathe out,to mix with the thin atmosphere for astronauts during space walks
NYSEDREGENTS_2014_8_5,Most hormones are produced by which human organ system?,1,digestive,endocrine,respiratory,nervous
Mercury_7012968,A student plans to conduct an experiment to see how quickly mice learn to navigate a maze to reach a reward at the other end. Which of these will help lead to the most accurate conclusion?,3,make the maze bigger,provide different food rewards,use a reward other than food,use the same maze and reward each day
Mercury_7183225,"In areas where limestone is present underneath the soil, continued rains can alter the limestone formation. The limestone can change to a highly porous formation that can lead to the formation of caves and sinkholes. Which process is directly responsible for changing the limestone?",3,compaction,erosion,faulting,weathering
Mercury_SC_LBS10789,All of the following can become fossils except,3,bones.,shells.,teeth.,rocks.
Mercury_7080500,"Which source of information will most likely provide a student with the most accurate information about the landforms, natural resources, climate, and precipitation of Nevada?",3,the meteorologist from a local television station,an Internet article written by university students,the Current Events section from a daily newspaper,an Internet website developed by the U.S. Geological Survey
Mercury_7007893,Ocean tides result mainly from,3,surface winds.,radiant heat from stars.,Earth's tilt on its axis.,the Moon's gravitational pull.
Mercury_7163748,A basketball bounces on the gym floor nine times and finally comes to a rest. Which of these best explains why the basketball rises to a lower height each time it bounces?,2,Gravity increases as the basketball bounces.,The floor adds energy to the bouncing basketball.,Energy is transferred from the basketball to the floor.,The air inside the basketball is heavier than the surrounding air.
Mercury_7222933,How does the latitude of a region affect its climate?,2,by increasing the length of days throughout the year,by increasing the amount of energy the land can absorb,by determining the angle of sunlight throughout the year,by determining the rate that tectonic plates can move
VASoL_2010_3_5,"When notebook paper is folded to make an airplane, what physical property of the paper changes?",2,Mass,Weight,Shape,Smell
Mercury_SC_409390,Don throws a ball in the air. The ball comes back to the ground because,1,the wind pushes on the ball with friction.,the mass of Earth creates a pull of gravity on the ball.,the core of Earth pulls on the ball with a magnetic attraction.,the weight of the atmosphere pushes down on the ball.
Mercury_7252648,Which external stimulus causes a plant to bend toward it?,0,a light source,a magnetic field,a spray of water,a source of wind
Mercury_7218558,The large-scale development of personal automobiles started in the early 1900s. Which of the following was a major cost associated with the efficient use of these automobiles?,0,Road systems had to be expanded.,Cities had to be built farther apart.,Houses inside cities had to be built farther apart.,Vehicle choices available to consumers had to be expanded.
NYSEDREGENTS_2014_4_18,A prairie dog living in a community barks loudly. Other prairie dogs nearby know that danger is near and quickly go underground to hide. Which sense are these prairie dogs using to communicate?,0,hearing,smelling,tasting,touching
NYSEDREGENTS_2014_8_22,One example of matter is,2,magnetism,heat,water,radiation
Mercury_SC_400049,Which object refracts light rays?,3,wooden door,cardboard box,aluminum can,glass window
Mercury_7188475,What will happen to a cell that is placed in a hypotonic saline solution?,1,Water will exit the cell causing it to shrink.,Water will enter the cell causing it to swell.,Salt will exit the cell causing it to shrink.,Salt will enter the cell causing it to swell.
NYSEDREGENTS_2014_4_21,A butterfly lays an egg. The egg hatches into a larva. The larva becomes a pupa and then changes into a butterfly. This process is called,3,an adaptation,a habitat,a food chain,a life cycle
Mercury_SC_400058,The small stone plant has leaves that look like pebbles or stones. This characteristic helps the plant,3,attract insects for pollination.,produce a large number of seeds.,absorb water and nutrients.,avoid being eaten by animals.
Mercury_SC_406155,Which of these is an example of a non-contact force acting on an object?,1,a bat hitting a baseball,a paper clip attracted to a magnet,a refrigerator pushed across the floor,a bicycle tire rubbing against the road
Mercury_400813,What happens to the chemical energy in methane's bonds when methane reacts with oxygen and forms H_{2}O and CO_{2}?,0,It is released as heat.,It generates a current.,It increases product mass.,It is transformed into neutrons.
LEAP__5_10316,What is a common use of the mineral graphite?,2,to make glass,as a source of iron,to make pencil leads,as a household cleaner
MCAS_2009_8_4,Seafloor spreading provides evidence of which of the following Earth processes?,2,erosion of coastlines,weathering of mountains,movement of crustal plates,formation of sedimentary rocks
MDSA_2010_8_17,An object is moving in a straight line at a constant speed. What will happen to the object if no outside force acts on the object?,1,The speed and direction of the object will change.,The speed and direction of the object will not change.,The direction of the object will change; the speed will remain constant.,The speed of the object will change; the direction will remain constant.
Mercury_7170835,Mr. Harris mows his lawn twice each month. He claims that it is better to leave the clippings on the ground. Which long term effect will this most likely have on his lawn?,2,It will eventually cause the grass to stop growing.,It will prevent bacteria from invading the lawn.,It will provide the lawn with needed nutrients.,It will reduce the insect population.
Mercury_7107398,"Some researchers predicted that mice could learn their way around a maze quickly if given a food reward. After many trials, the results came back but differed from the hypothesis. How should the researchers proceed?",1,Show some results that agree with the hypothesis.,Report the results accurately and then form a new hypothesis.,Conduct more trials until the hypothesis is proven.,Rewrite the hypothesis to better match the results.
ACTAAP_2011_5_12,There are many different processes that take place in plant and animal cells. Cellular respiration is one of those processes. What is the purpose of cellular respiration?,2,To make and store food,To add oxygen to the atmosphere,To release energy from stored food,To remove carbon dioxide from the atmosphere
Mercury_SC_405721,Christina kicks a ball. The ball moves faster when she kicks it on the concrete sidewalk than when she kicks it on the grass. Why does the ball travel slower on the grass than the sidewalk?,0,The grass has more friction.,The grass attracts more wind.,The grass has a higher temperature.,The grass increases Earth's gravity.
Mercury_7103338,Which steps in the water cycle most directly cause floods?,0,precipitation and runoff,condensation and evaporation,runoff and condensation,evaporation and precipitation
Mercury_7030590,"An engineer tests three new ceramic parts, each of which could potentially replace a steel part inside an automotive engine. The three parts, identical in size, are each made of a different ceramic compound. The parts are heated to the same temperature and placed under the same stress loads. At the end of the test, the engineer concludes Part B is the best for the job. What was the independent variable in this test?",3,dimensions of the parts,temperatures to which the parts were heated,the engine used to test the parts,the composition of the parts
NYSEDREGENTS_2014_8_7,Specialized cells protect the human body from disease-causing microbes by,0,producing chemicals that destroy the microbes,dissolving wastes from the microbes,creating recessive genes in the microbes,supplying oxygen and nutrients to the microbes
Mercury_7269063,The frost line of the solar system divides the terrestrial plants from the gas-giant planets. What elements make up most of the core of the planets orbiting outside of the frost line?,3,iron and nickel,carbon and oxygen,nitrogen and sulfur,hydrogen and helium
MEA_2010_8_14-v1,How do warm ocean currents move to cooler ocean regions of Earth?,1,by conduction,by convection,by evaporation,by radiation
MCAS_2004_5_26,"In order to build a wooden table, which of the following is the best thing to do first?",3,Stain the wood.,Measure the boards.,Saw the wood for the table.,Make a drawing of the table.
Mercury_SC_401256,Which object most likely has magnetic properties?,0,iron nail,plastic clip,rubber eraser,wooden spoon
Mercury_7180968,A student is conducting an investigation on static electricity. The student has three balloons and rubs two of them on a piece of wool. The student then touches each balloon to a wall to observe if static electricity would cause the balloon to stick. What is the independent variable in this investigation?,3,the height of the wall,the number of balloons,the attraction to the wall,the rubbing action on the wool
Mercury_7083948,The order of the elements in the periodic table is determined by their,1,abundance in nature.,number of protons.,number of isotopes.,atomic mass.
Mercury_SC_401622,"An increase in greenhouse gases, which are believed to cause global warming, is due to a change in which occurrence?",2,water cycle,ocean tides,carbon cycle,weather patterns
Mercury_188773,A laser beam is aimed at four different objects. Through which of these objects will the laser beam pass and be refracted?,3,a black cloth,a piece of aluminum,a sheet of paper,a glass prism
Mercury_7233363,Scientists track an icy object with an orbit that ranges from the Kuiper Belt to a path between Earth and the Sun. How would this object best be classified?,1,an asteroid,a comet,a meteor,a star
MCAS_2009_8_18,A student is given a sample of an unknown liquid to test in the laboratory. The student thinks that the liquid is water. Which of the following physical properties of the sample is most helpful to determine if the liquid is water?,3,color of the liquid,mass of the liquid,volume of the liquid,boiling point of the liquid
Mercury_7212013,"After a period of steady increase, the rate of coal consumption was 50% higher during 2009 than it was during the year 2000. If this trend continues, which impact will coal consumption most likely have on the environment after the year 2010?",3,decreased rates of deforestation,decreased atmospheric temperatures,increased amounts of radioactive waste,increased levels of greenhouse gas emissions
Mercury_SC_LBS10689,Which invention uses natural magnetism?,2,satellite,telescope,compass,binoculars
MCAS_2004_9_6,"Two workers are using a scaffold. One worker weighs 180 lbs. and the other weighs 200 lbs. Impact effects are assumed to increase the live load of the workers' weight by 25 percent. What is the resultant maximum live load, in pounds, that can be expected from the two workers supported by the scaffold?",1,380 lbs.,475 lbs.,625 lbs.,950 lbs.
AKDE&ED_2012_8_53,Some sinkholes and caves are created when water dissolves certain rocks and minerals below ground. Which two parts of the water cycle are most directly responsible for the formation of sinkholes and caves?,2,evaporation and infiltration,evaporation and transpiration,precipitation and infiltration,precipitation and transpiration
Mercury_7032550,"A longitudinal wave, such as a sound wave, can travel through",2,solids only.,liquids only.,"gas, liquids, and solids.",gas and a vacuum only.
Mercury_7172673,A student removed a wool hat from her head. Her hair stood up from static electricity. What did her hat do to cause this?,3,gave her hair a neutral charge,removed protons from her hair,gave her hair a negative charge,removed electrons from her hair
Mercury_7016783,Which process below is an example of an endothermic process?,0,ice melting,water freezing,food digesting,sugar burning
Mercury_409399,"A sodium (Na) atom contains 11 protons, 12 neutrons, and 11 electrons. In order to make the sodium ion Na+, what must occur to the sodium atom?",1,It must gain one electron.,It must lose one electron.,It must gain one proton.,It must lose one proton.
Mercury_7207253,Which of these statements best describes the rock cycle?,3,Layers of rock are broken by faults.,Rocks in the ocean become rocks on land.,Lunar rocks change into terrestrial rocks.,New rocks form from older rocks.
Mercury_7227990,The disruption of which cell function leads to gene mutations that result in cancer?,3,protein synthesis,RNA transcription,RNA translation,DNA replication
Mercury_SC_402253,"In photosynthesis, plants use chlorophyll to produce",0,sugar.,water.,energy.,carbon dioxide.
Mercury_SC_400194,One difference between the Moon and Earth is that the Moon,1,has a thick atmosphere.,revolves around a planet.,has liquid water on the surface.,is composed entirely of sedimentary rock.
Mercury_7032568,"In an atom, the electrons can be found",0,orbiting the nucleus.,inside the nucleus.,bonded to the protons.,bonded to the neutrons.
Mercury_SC_LBS10612,What event is most likely responsible for a rapid change at the surface of Earth?,0,an earthquake,a cold front,a continental glacier,a thunderstorm
Mercury_7008330,Biotic nitrogen fixation is performed by certain,2,lichens.,viruses.,bacteria.,mammals.
Mercury_7108413,"After rubbing a rubber brush on wool, Gilbert is able to use the brush to pick up small strips of paper. What causes the paper to be attracted to the brush?",2,gravity,electric current,static electricity,magnetism
Mercury_7176085,The influence of the Moon on the tides on Earth is greater than that of the Sun. Which best explains this?,3,The Moon is more similar in composition to Earth than the Sun.,The Moon has a smaller mass than Earth and the Sun.,The Moon has a higher density than the Sun.,The Moon is closer to Earth than the Sun.
Mercury_7043593,"If a student wants to measure the efficiency of an incandescent light bulb in a laboratory, which instrument would most likely be used to determine heat loss?",2,photocell,barometer,thermometer,decibel meter
Mercury_7033705,What is the most likely reason the giant sloth became extinct in North America and Cuba?,3,disease,loss of habitat,climate change,humans as predators
Mercury_7114083,"When compared to the Sun, red dwarf stars are",1,older.,cooler.,lower density.,larger diameter.
Mercury_SC_LBS10785,What energy change takes place when a piece of bread is toasted in a toaster?,1,chemical energy to light energy,electrical energy to heat energy,heat energy to chemical energy,light energy to electrical energy
Mercury_7114013,In what way can forest fires affect the lithosphere?,0,increasing soil erosion,causing air pollution,increasing seismic activity,causing violent dust storms
Mercury_192903,Which body system is responsible for breaking down food into molecules that it absorbs?,0,digestive,circulatory,respiratory,lymphatic
Mercury_7082093,Which object is best used to demonstrate the bending of light as it passes through a substance?,0,convex lens,flat mirror,opaque rod,concave mirror
Mercury_7004708,"When an earthquake occurs, the speed of the seismic waves changes as they",0,move through different materials.,are pulled by the force of gravity.,lose energy to surrounding rocks.,reflect off of boundaries.
Mercury_SC_LBS10783,What force is needed to help stop a child from slipping on ice?,1,gravity,friction,electric,magnetic
Mercury_7037433,"Many animals are still being hunted for their fur. Because of this, many of these animals are in danger of",1,starvation.,extinction.,forest fires.,overpopulation.
Mercury_SC_400033,Solar energy is referred to as the energy of the future because,1,the atmosphere receives many kinds of rays from the Sun.,sunlight offers an unlimited amount of energy for the world.,the thinning of the ozone layer is damaging the atmosphere.,sunlight will not always be available and should be used now.
NYSEDREGENTS_2014_4_25,Which processes occur in all species of animals?,1,breathing and migrating,breathing and reproducing,eliminating waste and hibernating,eliminating waste and shedding fur
Mercury_SC_402287,What evidence is there that the gravitational pull of the Moon has a direct effect on Earth?,3,climate variations,change of seasons,number of earthquakes,changes in tidal ranges
Mercury_SC_414364,Which structure best protects a cactus from being eaten by animals?,2,waxy coating on the stem,green pigment in the cells,sharp spines as the leaves,long roots near the surface
Mercury_7250215,What is the primary function of macrophages?,1,absorb oxygen and transfer it to body cells,consume pathogens and assist the immune system,accumulate at an injury and initiate the clotting process,contain metabolites and maintain a balance of fluids
Mercury_7138898,"In the heart there is a group of specialized cells that regulates the frequency of the heartbeat. During strenuous exercise, the group of cells will most likely",2,cause the arteries to expand.,decrease the heart rate.,increase the heart rate.,send fewer signals.
Mercury_7010920,Which human body systems are most directly involved when a person is walking?,0,muscular and nervous,excretory and respiratory,circulatory and endocrine,digestive and reproductive
Mercury_403682,Calcium carbonate (CaCO_{3}) is considered a compound because it is made up of two or more,1,molecules.,elements.,gases.,solids.
Mercury_7026828,Modern factories and industrial plants have filters that remove much of the sulfur from their emissions before it reaches the atmosphere. This design feature helps most in reducing the contribution of factories to which environmental problem?,0,acid rain,habitat loss,coastline erosion,algal growth in lakes
Mercury_7235760,Which condition is most likely to cause the formation of a temperature inversion?,0,rapid cooling of the ground at night,high wind on a sunny morning,saturation of soil with warm rain,rapid collision of warm and cold fronts
Mercury_406772,A young boy and his brothers have green eyes. This trait is best described as,2,learned.,dietary.,inherited.,environmental.
Mercury_7217525,Which term best describes body system defects that offspring may express when born?,0,congenital,environmental,acquired,infectious
Mercury_SC_405302,Which type of precipitation consists of frozen rain drops?,0,sleet,hail,snow,fog
Mercury_7032708,"A nuclear reaction, such as those which occur in a nuclear power plant, can be classified as what type of reaction?",2,solar,chemical,exothermic,endothermic
Mercury_7082583,The force of gravitational attraction between Earth and any object on Earth is measured as,1,mass.,weight.,volume.,density.
Mercury_7245875,Which example shows a chemical change to food during digestion?,1,teeth chewing food,enzymes breaking down food,food moving through the intestines,food churning in the stomach
Mercury_7122798,The air in front of a meteor is compressed as it passes through the atmosphere of Earth. This causes the meteor to,2,gain mass.,gain velocity.,increase in temperature.,increase in surface area.
VASoL_2008_3_39,Martina only washes her sweater after she has worn it several times. Martina is helping the environment by ___.,3,wasting water,reusing water,recycling water,conserving water
MSA_2015_8_26,Fruit flies reproduce by sexual reproduction. What percent of genes does a fertilized egg of a fruit fly receive from one parent?,1,25%,50%,75%,100%
Mercury_177013,"The forelimb of the monkey, bat, penguin, and alligator look very different on the outside, but their skeletal structures are similar. This evidence suggests that these animals",0,may have evolved from a common ancestor.,all reproduce in a similar fashion.,live in similar environments.,should all be able to fly someday.
Mercury_SC_400185,What allows two students standing ten feet apart to hear each other talk?,0,air vibrations,electric current,solar radiation,subatomic particles
Mercury_SC_402159,"What should a student do if he gets a red, itchy rash after a class field trip?",2,scratch it,wait for it to go away,tell the teacher right away,tell his best friend after school
VASoL_2009_5_31,The presence of an animal fossil in a rock gives evidence of,3,what hunting behaviors the animal used,how many babies the animal had,exactly when the animal was born,the time period the animal lived in
Mercury_SC_401598,Which action does a kitten learn from its mother?,2,how to grow,how to meow,how to hunt mice,how to nurse milk
MCAS_2004_8_24,Support cables in a suspension bridge are most stressed by which of the following forces?,2,shear,torsion,tension,compression
Mercury_SC_413081,What is a main feature of plains?,0,"a flat, level surface","a high, steep peak","a low, shallow basin","a gentle, gradual slope"
CSZ_2008_5_CSZ50776,Decomposers are important in the food chain because they,2,produce their own food using light from the Sun.,stop the flow of energy from one organism to another.,break down dead organisms and recycle nutrients into the soil.,are microscopic and other organisms cannot consume them.
MCAS_1998_4_22,Bridge inspectors have determined that a bridge is unsafe. Which of the following is the BEST design process the company should use to correct the problem?,3,identify the problem-repair the bridge-plan for the repair,plan for the repair-repair the bridge-identify the problem,plan for the repair-identify the problem-repair the bridge,identify the problem-plan for the repair-repair the bridge
Mercury_7267785,Which planet has characteristics that make it the most likely planet for the discovery of extra-terrestrial life?,3,Jupiter,Venus,Saturn,Mars
Mercury_SC_405035,Organisms can be classified according to the flow of energy in a food chain. Which is the correct order of the flow of energy?,1,Carnivore -> Producer -> Herbivore,Producer -> Herbivore -> Carnivore,Herbivore -> Producer -> Carnivore,Producer -> Carnivore -> Herbivore
TIMSS_2003_4_pg85,Which of the following can make objects repel each other?,1,gravity,magnetism,both gravity and magnetism,neither gravity nor magnetism
Mercury_7032200,"Of the choices listed, what is the best way to conserve water in a home?",3,take long showers,run a half full dishwasher,let the water run while washing the dishes,turn off the water while brushing your teeth
Mercury_SC_408374,Martin grew some bean plants. He made a list of what the bean plants needed to survive and grow. Which gas do the plants need when they make their own food?,3,oxygen,nitrogen,hydrogen,carbon dioxide
LEAP_2009_8_10431,Which factor causes global wind patterns?,1,changes in the distance between Earth and the Moon,unequal heating of Earth's surface by the Sun,daily changes in the tilt of Earth's axis,rapid rotation of the Sun on its axis
Mercury_7082460,"The statement ""gold is more dense than lead"" is",1,a fact because most people agree.,a fact because it has been observed and tested.,an opinion because both metals are hard to find.,an opinion because more research is needed.
Mercury_7143150,Which process contributes most to the formation of a sinkhole?,3,plate movement,volcanic eruption,wind erosion,chemical weathering
Mercury_7103373,Which of these questions is best answered by observing the habitat of an insect?,3,How much does an insect weigh?,How long does an insect live?,When does an insect breed?,Where does an insect live?
Mercury_SC_407720,Which characteristic of frogs is an adaptation to living in water?,1,strong legs,webbed feet,dull colors,moist skin
MCAS_2002_8_19,"In the construction of a house, the words excavation, slab, and footing are associated with the",3,roof.,floor.,frame.,foundation.
Mercury_7009940,Habitat becomes a major factor in the extinction of a species when,1,genetic diversity is not achieved.,competitive species are introduced.,changes in behavior start to develop.,smaller populations fail to breed.
Mercury_7239645,"Every copy of a particular protein manufactured by a cell shows the same incorrect amino acid at the same point in its structure. According to the central dogma of molecular biology, in which structure does this error originate?",0,DNA,mRNA,tRNA,rRNA
Mercury_7026268,"Some molecules used to manufacture plastic objects are long and tangled. They straighten when force is applied to them and then return to their shorter, tangled shape. Which common object is most likely made using such molecules?",1,helmet shells,rubber bands,plumbing pipes,drinking cups
Mercury_7057610,Water that evaporates from lakes and streams condenses into clouds and later falls as rain. The property of water that is demonstrated is the ability to,1,act as a universal solvent.,change from a liquid to a gas.,boil at a high temperature.,absorb large amounts of energy.
