run_id,correct_answer,question,answer_option0,answer_option1,answer_option2,answer_option3,answer_option4
263747,0,Ginger bet Duke that no valley is a horse. Ginger is a psychoanalyst. Duke is an actress. Which of them won the bet?,psychoanalyst,secretary,psychiatrist,actor,fisherman
329146,3,Which of these is typically the slowest?,Segway,Formula 1 race car,riding mower,bible,steam locomotive
193614,1,Writing the word “fin” requires writing ______ letters.,6,3,8,4,11
329437,1,Which of the following would usually be fastest?,Segway,cheetah,cruise ship,tank,riding mower
260299,2,"In Dill town, you can only buy fruit at Pepper's Store, and you can only buy blossoms at Carrot's Store. In a strange coincidence, any time Basil is at Pepper's Store, Lily is at Pepper's Store, and any time he is at Carrot's Store, she is at Pepper's Store. Basil is buying jackfruits. Where is Lily?",Cherry's Store,Rosemary's Store,Pepper's Store,Carrot's Store,Rose's Store
189350,1,Which of these things isn't usually smaller than any of the others?,sandbox,control room,built-in stove,grave,built-in oven
159782,2,Which of the following is 2 decades after 8:35 p.m. on the eighteenth of December 2019?,8:35 p.m. on February 18,"10:35 p.m. on December 18, 2019","8:35 p.m. on December 18, 2039","8:35 p.m. on December 18, 1999","8:35 p.m. on December 18, 2021"
263894,3,Duke bet Ginger that no nut is a political entity. Ginger is a cowgirl. Duke is a physician. Which of them won the bet?,cosmetic surgeon,cowgirl,stockbroker,doctor,academic
319971,0,"In Green Town, every drug store is dark grayish yellowish brown, every cheese shop is dark dull violet blue, and every supermarket is yellow. Amber needs a fig. What color store could she get it at?",yellow,orange,sepia brown,dark dull violet blue,blue
214165,2,"I follow the gluten free diet, so I won't eat ______?",quesadilla,ripe red delicious apple,sourdough,cassava,rib-eye steak
319478,3,Charity is involuntary body movement. Rob is giving a look of pity. Daisy is tensing up. Which of them is most likely feeling stress?,Daisy,Joy,Rob,Charity,Cliff
190040,0,Pick the one which isn't usually smaller than any of the others.,mailroom,billiard table,refrigerated display case,horse,coffin
214802,2,"Rosalyn follows the vegan diet. When she came to dinner, she didn't eat ______?",dragonfruit,sauerkraut,whey,Jazz apple,parsley
296979,1,"Only females who like ripe mangos are allowed on the rugby team. Only males who like peaches are allowed on the soccer team. Daisy's mother-in-law, Billie, likes all bistre fruits. Which team could Billie join?",the hockey team,the rugby team,the baseball team,the basketball team,the soccer team
263365,4,Ginger bet Duke that no cloudy area is a potbellied pig. Ginger is a farmhand. Duke is a lifeguard. Which of them won the bet?,politician,psychoanalyst,pitcher,lifeguard,farm worker
263060,4,"In Dill town, you can only buy meat at Rosemary's Store, and you can only buy fruit at Cherry's Store. In a strange coincidence, any time Basil is at Rosemary's Store, Lily is at Rose's Store, and any time he is at Cherry's Store, she is at Rosemary's Store. Basil is buying bacon. Where is Lily?",Rosemary's Store,Carrot's Store,Pepper's Store,Cherry's Store,Rose's Store
296058,4,April missed a call at 5 a.m.. She returned it 9 hours later. When did she return the call?,1 p.m.,11 a.m.,5 p.m.,3 a.m.,2 p.m.
214167,1,It's too bad Bobby served ______. Everybody at the party follows the gluten free diet.,pumpernickel,boston cream doughnut,anglerfish meat,spinach,veal
189764,4,Which of the following is usually tinier than the others?,house master bedroom,home bedroom,house,factory building,lobby
296228,0,April missed a call at 11 p.m.. She returned it 12 hours later. When did she return the call?,11 a.m.,2 a.m.,7 a.m.,12 a.m.,3 p.m.
263507,1,Duke bet Ginger that no nut is a landform. Ginger is a farm worker. Duke is a newscaster. Which of them won the bet?,farm worker,newscaster,computer programmer,librarian,fast-food cook
320039,4,"In Brown Town, every cosmetics and beauty supply store is grayish blue violet, every drug store is brilliant peacock blue, and every appliance store is midnight blue. Goldie needs lipstick. What color store could she get it at?",dark bluish gray,light cerulean blue,yellow,blue,light cornflower blue
264063,0,Duke bet Ginger that no great spider crab is a city in the United States. Ginger is a mathematician. Duke is a CIA agent. Which of them won the bet?,CIA agent,doorman,mathematician,librarian,magician
319292,1,Cliff is kissing. Daisy is considering. Charity is singing. Which of them is most likely feeling entertainment?,Daisy,Charity,Cliff,Joy,Rob
297005,4,"Only females who like Jazz apples are allowed on the hockey team. Only males who like mangos are allowed on the rugby team. Daisy's grandfather, Billie, likes all ocher fruits. Which team could Billie join?",the soccer team,the baseball team,the basketball team,the hockey team,the rugby team
197248,4,The word “pincer” is written with ______ letters.,7,9,11,5,6
295610,2,April missed a call at 3 a.m.. She returned it 8 hours later. When did she return the call?,6 a.m.,7 a.m.,11 a.m.,7 p.m.,9 p.m.
190178,3,Pick the one which is usually bigger than the others.,melodica,microwave oven,duck,Boxer,root vegetable
325230,2,"In U.S. summer, Charity visits the shipyard every day. In U.S. autumn, Charity visits the theater district every day. Where will Charity go on November 27?",the campground,the forest,the theater district,the financial district,the shipyard
300813,4,Rob consoled Will. Charity mocked Will. Who made Will feel grateful?,Cliff,Charity,Joy,Daisy,Rob
295918,0,April missed a call at 9 p.m.. She returned it 9 hours later. When did she return the call?,6 a.m.,9 p.m.,9 a.m.,3 a.m.,4 p.m.
263171,1,Ginger bet Duke that no molar is a tooth. Ginger is a psychoanalyst. Duke is a sitter. Which of them won the bet?,psychoanalyst,babysiter,lifeguard,mobile ice cream vendor,pitcher
335812,0,"In Strange Town, you're only allowed to play board games in the theater district, you're only allowed to play a musical instrument in the campground, and you're only allowed to play a team sport in the graveyard. Daisy is using a piano in playing the piano. Where is Daisy?",the campground,the botanical garden,the theater district,the graveyard,the shipyard
296957,2,"Only females who like ripe apricots are allowed on the baseball team. Only males who like oranges are allowed on the basketball team. Daisy's girlfriend, Billie, likes all light orange yellow fruits. Which team could Billie join?",the hockey team,the rugby team,the baseball team,the basketball team,the soccer team
313409,4,Joy glorified Rob. Who performed the action?,Daisy,glorifying,Rob,Charity,Joy
262831,4,"In Dill town, you can only buy herbs at Carrot's Store, and you can only buy blossoms at Rosemary's Store. In a strange coincidence, any time Basil is at Carrot's Store, Lily is at Pepper's Store, and any time he is at Rosemary's Store, she is at Rose's Store. Basil is buying magnolias. Where is Lily?",Rosemary's Store,Cherry's Store,Pepper's Store,Carrot's Store,Rose's Store
296025,0,April missed a call at 5 a.m.. She returned it 8 hours later. When did she return the call?,1 p.m.,7 a.m.,5 a.m.,2 p.m.,12 a.m.
336044,0,"In Strange Town, you're only allowed to play a team sport in the park, you're only allowed to attend entertainment events in the botanical garden, and you're only allowed to engage in politics in the theater district. Cliff is baseball play. Where is Cliff?",the physical universe,the town square,the theater district,the graveyard,the park
193473,4,The word “yellow” has how many letters?,10,9,3,8,6
189940,4,Which of these is typically the biggest?,wolf,cupboard,bathtub,wine cask,lion
320367,4,Cliff is smirking. Joy is expressing covetousness. Charity is rudeness. Which of them is most likely feeling schadenfreude?,Rob,Charity,Joy,Daisy,Cliff
158989,4,"Which of the following is 3 minutes after 0:30 p.m. on November 22, 1963?","0:30 p.m. on November 22, 1993","0:30 p.m. on November 22, 2263","0:30 p.m. on November 22, 1960","0:30 p.m. on November 22, 1663","0:33 p.m. on November 22, 1963"
319242,2,Charity is expressing indecision. Joy is comforting. Charity is covering one’s face. Which of them is most likely feeling companionship?,Charity,Daisy,Joy,Cliff,Rob
313460,4,Joy was criticised by Charity. Who performed the action?,Daisy,criticising,Joy,Rob,Charity
189386,2,Which of these things is typically smaller than all the others?,shoe box,salt shaker,beet,pitcher,china cabinet
260137,4,"Cherry needs bucks, grapes, and bait. She already has bait and grapes. Where should she go?",hair salon,toy store,cosmetics and beauty supply store,hardware store,shoe store
214222,1,Rosalyn is coming to your house for dinner. She only eats what is allowed by the Halal diet. Pick the food or drink you couldn't serve to Rosalyn.,porterhouse steak,B blood type,refried bean,brisket,cheesecake
329370,1,Pick the thing which is typically slower than all the others.,golf cart,sofa,B-52 bomber,Boeing 747,bullet train
296130,0,April missed a call at 2 a.m.. She returned it 3 hours later. When did she return the call?,5 a.m.,8 p.m.,7 a.m.,10 p.m.,12 a.m.
217509,0,What is normally greater in size than a Chow Chow?,indoor mall,violin,rifle,sand particle,skunk
294752,0,April missed a call at 5 p.m.. She returned it 8 hours later. When did she return the call?,1 a.m.,9 p.m.,11 a.m.,5 p.m.,11 p.m.
264180,2,Ginger bet Duke that no Oriental Small-clawed Otter is a marine mammal. Ginger is a drum player. Duke is a mathematician. Which of them won the bet?,manager,drummer,mathematician,pitcher,soldier
324929,3,"In U.S. winter, Daisy visits the theater district every day. In U.S. spring, Daisy visits the park every day. Where will Daisy go on April 20?",the theater district,the campground,the financial district,the park,the town square
320289,2,Rob is ballroom dancing. Joy is consoling. Charity is gritting one’s teeth. Which of them is most likely feeling enjoyment?,Charity,Cliff,Rob,Daisy,Joy
329100,0,Which of these is typically the fastest?,dirt bike,personal watercraft,parked car,riding mower,tank
296217,0,April missed a call at 9 p.m.. She returned it 1 hour later. When did she return the call?,10 p.m.,3 a.m.,6 p.m.,2 p.m.,11 a.m.
258778,2,"Cherry needs punches, onions, and stationery products. She already has punches and stationery products. Where should she go?",bicycle shop,art supply store,fruits and vegetables market,liquor store,hair salon
296216,2,April missed a call at 11 p.m.. She returned it 5 hours later. When did she return the call?,3 p.m.,11 a.m.,4 a.m.,4 p.m.,6 p.m.
297154,0,"Only males who like mangos are allowed on the soccer team. Only females who like grapes are allowed on the baseball team. Daisy's grandson, Billie, likes all realgar fruits. Which team could Billie join?",the soccer team,the basketball team,the rugby team,the hockey team,the baseball team
325027,4,"In U.S. winter, Joy visits the park every day. In U.S. autumn, Joy visits the town square every day. Where will Joy go on February 1?",the graveyard,the botanical garden,the town square,the forest,the park
313265,1,Daisy toasted Charity. What was the action?,criticising,toasting,Daisy,Charity,taking care of
296980,1,"Only males who like apricots are allowed on the hockey team. Only females who like pineapples are allowed on the baseball team. Daisy's niece, Billie, likes all yellow fruits. Which team could Billie join?",the basketball team,the baseball team,the soccer team,the rugby team,the hockey team
193564,2,The word “bee” has how many letters?,8,7,3,6,5
301061,1,Rob counseled Will. Charity denigrated Will. Who made Will feel grateful?,Joy,Rob,Cliff,Daisy,Charity
319411,2,Joy is bounding. Charity is making obscene gestures. Daisy is avoiding participation in social activities. Which of them is most likely feeling animosity?,Cliff,Joy,Charity,Daisy,Rob
320674,4,Rob is chancing. Joy is expressing wonderment. Charity is grimacing. Which of them is most likely feeling disappointment?,Cliff,Joy,Daisy,Rob,Charity
320571,0,Cliff is origami folding event. Charity is clenching one’s fists. Rob is ballroom dance. Which of them is most likely feeling serenity?,Cliff,Daisy,Charity,Rob,Joy
320650,4,Joy is gambling. Charity is considering. Charity is saluting. Which of them is most likely feeling optimism?,Daisy,Cliff,Charity,Rob,Joy
197261,1,The word “leopard” has ______ letters?,8,7,10,3,11
267973,1,Penny is a labrador retriever. How many pupils does she have?,1,2,10,4,5
261788,3,"In Dill town, you can only buy grains at Cherry's Store, and you can only buy blossoms at Carrot's Store. In a strange coincidence, any time Basil is at Cherry's Store, Lily is at Pepper's Store, and any time he is at Carrot's Store, she is at Pepper's Store. Basil is buying wheat kernels. Where is Lily?",Rosemary's Store,Cherry's Store,Carrot's Store,Pepper's Store,Rose's Store
319424,3,Daisy is expressing trouble. Charity is expressing delight. Rob is simpering. Which of them is most likely feeling schadenfreude?,Daisy,Joy,Cliff,Rob,Charity
263209,4,Duke bet Ginger that no duck is a rifle. Ginger is a pitcher. Duke is an astronomer. Which of them won the bet?,pitcher,doctor,contract killer,babysiter,astronomer
158925,2,Which of the following is 7 minutes after 5:37 p.m. on the 30th of April 1975?,"5:37 p.m. on November 30, 1975","5:37 p.m. on April 30, 1982","5:44 p.m. on April 30, 1975","5:37 p.m. on April 30, 2675","0:37 a.m. on May 1, 1982"
263944,2,"A person born on August 8, 2000 would most likely be a ______ on day number 17 in January 2069.",teenager,infant,middle aged to old person,child,not yet born
263321,3,Duke bet Ginger that no lake is roller-skating. Ginger is a librarian. Duke is a U.S. Navy seal. Which of them won the bet?,real estate agent,librarian,plumber,U.S. Navy seal,pianist
258794,3,"Cherry needs furnaces, office supplies, and spades. She already has spades and office supplies. Where should she go?",clothing store,fish market,toy store,appliance store,bookstore
319435,4,Rob is expressing shock. Charity is kissing. Daisy is expressing disappointment. Which of them is most likely feeling fondness?,Rob,Daisy,Joy,Cliff,Charity
263267,4,Ginger bet Duke that no cocktail is chocolate. Ginger is a physician. Duke is a chemist. Which of them won the bet?,Professional cook,construction worker,maid,chemist,doctor
329346,1,Which of these isn't usually slower than any of the others?,tank,badminton birdie,golf cart,Segway,pirana
189733,3,Pick the thing which is usually bigger than the others.,whole grain,whisker,sand particle,french fry,string
301196,2,Cliff defamed Will. Charity helped out Will. Who made Will feel happy?,Rob,Joy,Charity,Daisy,Cliff
189803,2,"Of these things, pick the one which is typically largest.",bassoon,trumpet,Border Collie,fist,bagpipe
189799,3,"Of these things, pick the one which is usually the biggest.",lectern,clothes dryer,desk,workbench,bookcase
290229,2,______ typically last tens of minutes.,June seventeenths,June fourths,eatings,April sixths,August sixths
259869,3,"Cherry needs electrical pedestal fans, lilies, and Board games. She already has electrical pedestal fans and Board games. Where should she go?",fruits and vegetables market,fish market,toy store,flower shop,farmer's market
262599,4,"In Dill town, you can only buy meat at Rose's Store, and you can only buy office products at Carrot's Store. In a strange coincidence, any time Basil is at Rose's Store, Lily is at Rose's Store, and any time he is at Carrot's Store, she is at Cherry's Store. Basil is buying chicken legs. Where is Lily?",Rosemary's Store,Carrot's Store,Pepper's Store,Cherry's Store,Rose's Store
324593,0,"In U.S. summer, Joy visits the botanical garden every day. In U.S. winter, Joy visits the park every day. Where will Joy go on August 28?",the botanical garden,the forest,the campground,the park,the theater district
320480,0,Joy is covering one’s face. Rob is involuntary body movement. Charity is directing emotion toward someone or something. Which of them is most likely feeling woe?,Joy,Rob,Cliff,Charity,Daisy
301255,4,Daisy glorified Will. Cliff mocked Will. Who made Will feel proud?,Joy,Rob,Cliff,Charity,Daisy
194155,2,The word “oyster” has how many letters?,11,5,6,7,4
336086,1,"In Strange Town, you're only allowed to play a team sport in the forest, you're only allowed to play a musical instrument in the campground, and you're only allowed to play board games in the shipyard. Melody is playing football. Where is Melody?",the graveyard,the physical universe,the campground,the shipyard,the town square
162379,3,Which of the following is 6 months after 11:09 p.m. on day number 7 in September 1954?,"11:03 p.m. on September 7, 1954","11:09 p.m. on September 7, 2014","5:09 p.m. on September 7, 1954","11:09 p.m. on March 7, 1955","5:09 a.m. on September 8, 1954"
260246,1,"In Dill town, you can only buy office products at Rose's Store, and you can only buy blooms at Pepper's Store. In a strange coincidence, any time Basil is at Rose's Store, Lily is at Rosemary's Store, and any time he is at Pepper's Store, she is at Carrot's Store. Basil is buying envelopes. Where is Lily?",Pepper's Store,Rosemary's Store,Rose's Store,Cherry's Store,Carrot's Store
320506,1,Daisy is glaring. Charity is concealing information. Joy is performing a dance motion. Which of them is most likely feeling happiness?,Charity,Joy,Rob,Daisy,Cliff
300928,0,Joy succored Will. Cliff ridiculed Will. Who made Will feel grateful?,Joy,Charity,Cliff,Daisy,Rob
301347,0,Daisy saved Will. Cliff incriminated Will. Who made Will feel relieved?,Daisy,Rob,Joy,Charity,Cliff
259457,4,"Cherry needs pastries, bedside tables, and home appliances. She already has home appliances and pastries. Where should she go?",bait and tackle shop,hair salon,office supply store,shoe store,furniture store
329197,2,Which of the following is usually the slowest?,tank,Formula 1 race car,sand cat,dump truck,go cart
214715,2,It's too bad Bobby served ______. Everybody at the party follows the vegan diet program.,yuzu,bread,poultry wing,guava,crouton
300624,0,Cliff glorified Will. Joy mocked Will. Who made Will feel embarrassed?,Joy,Charity,Rob,Daisy,Cliff
320881,3,"In Yellow Town, every cosmetics and beauty supply store is deep red, every hair salon is dull brown, and every appliance shop is yellow. Ebony needs eyeliner. What color store could she get it at?",orange,dull brown,yellow,deep red,blue
263477,0,Duke bet Ginger that no dark lager is a lightly stormy location. Ginger is a real estate broker. Duke is a drug dealer. Which of them won the bet?,drug dealer,U.S. Navy seal,real estate agent,newscaster,fisherman
263730,1,Duke bet Ginger that no Indian food is a Beagle. Ginger is a sitter. Duke is a bird watcher. Which of them won the bet?,doorman,ornithologist,babysiter,manager,author
189352,3,Which of these would be the biggest?,adult field mouse,golf ball,vial,snifter,pencil
335843,3,"In Strange Town, you're only allowed to play cards in the financial district, you're only allowed to play musical instruments in the campground, and you're only allowed to attend entertainment events in the forest. Joy is playing chemin de fer. Where is Joy?",the forest,the graveyard,the campground,the financial district,the park
319690,4,Cliff is scowling. Daisy is expressing an undesirable feeling. Rob is siding with someone. Which of them is most likely feeling empathy?,Cliff,Joy,Charity,Daisy,Rob
215006,2,"I follow the vegetarian diet, so I don't eat ______?",scone,lactulose,owl meat,Adams Pearmain apple,raisin
258782,1,"Cherry needs Air Jordan, roasts, and tape. She already has roasts and tape. Where should she go?",electronics store,shoe store,lawn and garden store,cosmetics and beauty supply store,drugstore
320950,1,"In Red Town, every shoe store is garnet brown, every fruits and vegetables market is citron green, and every appliance shop is brown orange. Goldie needs a loafer. What color store could she get it at?",orange,deep red,purple,baby pink,citron yellow
159073,1,"Which of the following is 4 months after 2:27 a.m. on March 30, 1981?","2:27 a.m. on March 26, 1981","2:27 a.m. on July 30, 1981","2:23 a.m. on March 30, 1981","2:27 a.m. on March 26, 1977","2:27 a.m. on March 30, 1941"
196828,1,The word “platypus” has ______ letters?,5,8,9,7,3
189564,0,Which of these things would usually be biggest?,trumpet,pepper shaker,sparrow,baked potato,beet
313402,0,Rob incriminated Charity. Who performed the action?,Rob,incriminating,Charity,Daisy,Joy
263862,2,Duke bet Ginger that no dingo is a duck. Ginger is a lead guitarist. Duke is a short order cook. Which of them won the bet?,lead guitarist,manager,short-order cook,chemist,cowboy
260060,0,"Cherry needs boots design for use by girls, electric mixers, and art supplies market category. She already has electric mixers and boots used by girls. Where should she go?",art supply store,sporting goods store,toy store,electronics store,hardware store
259188,3,"Cherry needs psx2s, flats, and chest freezers. She already has chest freezers and psx2s. Where should she go?",drugstore,office supply store,bicycle shop,shoe store,bakery
320223,4,Rob is expressing good will. Charity is expressing remorse. Cliff is singing. Which of them is most likely feeling entertainment?,Rob,Joy,Charity,Daisy,Cliff
320922,3,"In Blue Town,, every salon is lead gray, every cheese shop is bright navy, and every butcher shop is light chartreuse yellow. Amythest needs a roast. What color store could she get it at?",brown,blue,bright navy,light chartreuse yellow,reddish gray
260346,2,"In Dill town, you can only buy office products at Pepper's Store, and you can only buy blooms at Carrot's Store. In a strange coincidence, any time Basil is at Pepper's Store, Lily is at Pepper's Store, and any time he is at Carrot's Store, she is at Cherry's Store. Basil is buying blue books. Where is Lily?",Cherry's Store,Carrot's Store,Pepper's Store,Rosemary's Store,Rose's Store
182398,3,Which of the following is 4 centuries after 6:44 p.m. on day number 17 in March 1838?,"6:44 p.m. on March 13, 1834","10:44 p.m. on March 17, 1838","6:44 p.m. on July 17, 1838","6:44 p.m. on March 17, 2238","6:44 p.m. on March 17, 1878"
319190,0,Charity is spitting out. Charity is covering one’s face. Rob is avoiding. Which of them is most likely feeling repulsion?,Rob,Cliff,Daisy,Joy,Charity
289717,2,What typically lasts 1 day?,month,lecturing,December sixteenth,Sha'ban,single day holiday
262369,1,"In Dill town, you can only buy cereal at Rosemary's Store, and you can only buy fruit at Carrot's Store. In a strange coincidence, any time Basil is at Rosemary's Store, Lily is at Cherry's Store, and any time he is at Carrot's Store, she is at Cherry's Store. Basil is buying bolls. Where is Lily?",Pepper's Store,Cherry's Store,Rose's Store,Rosemary's Store,Carrot's Store
159413,4,"Which of the following is 5 centuries after 2:27 a.m. on March 30, 1981?","2:27 a.m. on March 30, 1481","2:27 a.m. on March 30, 1976","2:22 a.m. on March 30, 1981","2:32 a.m. on March 30, 1981","2:27 a.m. on March 30, 2481"
158943,4,"Which of the following is 7 decades after 5:37 p.m. on April 30, 1975?","5:37 p.m. on April 30, 2675","0:37 a.m. on May 1, 1982","5:37 p.m. on April 30, 1968","5:37 p.m. on September 30, 1974","5:37 p.m. on April 30, 2045"
324787,4,"In U.S. winter, Joy visits the park every day. In U.S. autumn, Joy visits the campground every day. Where will Joy go on October 14?",the park,the botanical garden,the theater district,the forest,the campground
320725,2,Rob is speaking in a raised voice. Rob is slowing down. Daisy is opening a bottle of champagne. Which of them is most likely feeling celebratory feeling?,Rob,Joy,Daisy,Cliff,Charity
189894,4,Which of these would be the biggest?,sparrow,baseball,glass bottle,drinking bottle,salt shaker
297031,4,"Only females who like watermelons are allowed on the basketball team. Only males who like honeydew melons are allowed on the baseball team. Daisy's brother, Billie, likes all green fruits. Which team could Billie join?",the rugby team,the hockey team,the soccer team,the basketball team,the baseball team
295934,2,April missed a call at 12 a.m.. She returned it 4 hours later. When did she return the call?,10 p.m.,2 a.m.,4 a.m.,9 p.m.,6 p.m.
295526,1,April missed a call at 11 p.m.. She returned it 5 hours later. When did she return the call?,6 a.m.,4 a.m.,10 a.m.,1 p.m.,3 a.m.
259877,4,"Cherry needs beverage refrigerators, Mr. Potato Head, and lemons. She already has beverage refrigerators and lemons. Where should she go?",liquor store,art supply store,shoe store,flower shop,toy store
335789,1,"In Strange Town, you're only allowed to play board games in the theater district, you're only allowed to play musical instruments in the graveyard, and you're only allowed to play cards in the campground. Melody is Instrument Playing Fn clavichord. Where is Melody?",the town square,the graveyard,the campground,the park,the theater district
262035,2,"In Dill town, you can only buy herbs at Rose's Store, and you can only buy blossoms at Cherry's Store. In a strange coincidence, any time Basil is at Rose's Store, Lily is at Pepper's Store, and any time he is at Cherry's Store, she is at Carrot's Store. Basil is buying buds. Where is Lily?",Pepper's Store,Rose's Store,Carrot's Store,Cherry's Store,Rosemary's Store
329810,2,Pick the thing which is usually faster than the others.,Honda Accord,sled,railroad train,tank,diesel locomotive
263592,1,Duke bet Ginger that no stink bug is a household. Ginger is a baker. Duke is a writer. Which of them won the bet?,baker,author,doctor,teacher,priest
263681,4,Duke bet Ginger that no blue-winged goose is a bird. Ginger is an instructor. Duke is a comedienne. Which of them won the bet?,contract killer,author,comedian,librarian,teacher
196939,3,Writing the word “lightweight” requires writing ______ letters.,7,6,10,11,8
319817,2,Charity is expressing covetousness. Rob is worrying. Joy is dancing. Which of them is most likely feeling liberty?,Rob,Charity,Joy,Daisy,Cliff
189897,4,Pick the thing which is usually smaller than the others.,elephant,ancient naval ship,giraffe,two-car garage,close refrigerator
294649,1,April missed a call at 12 a.m.. She returned it 12 hours later. When did she return the call?,6 a.m.,noon,10 p.m.,3 a.m.,10 a.m.
214163,2,"Casey follows the gluten free diet. When she came to dinner, she didn't eat ______?",onion,kale,flapjack,Raw meat,mutton
294119,2,April received a letter on Monday. She answered it 4 days later. On which day did she answer the letter?,Wednesday,Thursday,Friday,Saturday,Sunday
325109,0,"In U.S. summer, Joy visits the botanical garden every day. In U.S. autumn, Joy visits the town square every day. Where will Joy go on July 7?",the botanical garden,the town square,the financial district,the park,the campground
329876,4,Which of these is usually faster than the others?,cruise ship,Porsche 911 Series,tank,dump truck,F-16 fighting falcon
320967,2,"In Brown Town, every drug store is deep orange yellow, every cheese shop is silver gray, and every art supply shop is ruby. Amber needs Parmesan cheese. What color store could she get it at?",reddish yellow,orange,gray,ruby,purple
336104,0,"In Strange Town, you're only allowed to play a team sport in the park, you're only allowed to play musical instruments in the botanical garden, and you're only allowed to attend entertainment events in the shipyard. Charity is playing percussion. Where is Charity?",the botanical garden,the shipyard,the campground,the forest,the park
300743,0,Daisy rescued Will. Joy lampooned Will. Who made Will feel grateful?,Daisy,Charity,Cliff,Joy,Rob
336351,3,Charity was ridiculed by Rob. Charity choked Melody. Who did something affecting Charity?,Daisy,Cliff,Charity,Rob,Joy
189720,2,"Of these things, pick the one which is typically larger than all the others.",pen,french fry,beet,adult mouse,golf ball
294600,4,April missed a call at 11 a.m.. She returned it 2 hours later. When did she return the call?,7 p.m.,11 p.m.,9 p.m.,4 a.m.,1 p.m.
319888,4,"In Green Town, every hair salon is very purplish blue, every butcher shop is light yellowish pink, and every furniture shop is parchment brown. Jade needs a chair. What color store could she get it at?",very purplish blue,pale yellow orange,yellow,brown,parchment brown
300530,1,Joy advised Will. Daisy stole from Will. Who made Will feel unhappy?,Joy,Daisy,Cliff,Rob,Charity
260087,0,"Cherry needs ice tea, bicycle handlebars, and toner cartridges. She already has ice tea and toner cartridges. Where should she go?",bicycle shop,fish market,art supply store,sporting goods store,drugstore
264375,4,"If in order for an animal to perform an animal activity, it must have an eye, In order for an animal to play the doer role in ______, it must have an eye.",making a victory gesture,secretion of bile,marching,secretion of saliva,visual perception
325184,0,"In U.S. spring, Rob visits the park every day. In U.S. autumn, Rob visits the forest every day. Where will Rob go on April 14?",the park,the financial district,the shipyard,the theater district,the forest
319372,0,Joy is glaring. Charity is pointing a finger. Cliff is expressing loneliness. Which of them is most likely feeling irritability?,Charity,Joy,Rob,Daisy,Cliff
189976,3,"Out of the following, which is usually the shortest?",going to a zoo,going to an amusement park,NFL game,repairing shoes,eye exam
214785,1,Rosalyn is coming to your house for dinner. She only eats what is allowed by the vegan diet. What should you not serve her?,fruit of the cashew tree,goat milk,Brazil nut,refried bean,passionfruit
300728,3,Cliff mocked Will. Daisy acclaimed Will. Who made Will feel angry?,Daisy,Rob,Joy,Cliff,Charity
294115,0,April received a letter on Thursday. She answered it 3 days later. On which day did she answer the letter?,Sunday,Thursday,Friday,Wednesday,Tuesday
297061,1,"Only males who like pineapples are allowed on the rugby team. Only females who like pineapples are allowed on the hockey team. Daisy's sister-in-law, Billie, likes all gold-colored fruits. Which team could Billie join?",the soccer team,the hockey team,the baseball team,the basketball team,the rugby team
301172,4,Cliff mocked Will. Joy tended Will. Who made Will feel grateful?,Cliff,Rob,Charity,Daisy,Joy
320460,4,Daisy is thinking. Rob is putting conventions aside. Cliff is expressing indecision. Which of them is most likely feeling homesickness?,Charity,Rob,Joy,Cliff,Daisy
300638,0,Joy defended Will. Cliff chided Will. Who made Will feel embarrassed?,Cliff,Charity,Joy,Daisy,Rob
289752,4,______ typically last 24 hours.,breathings in,goings on a date,goings to pre school,six minute walk tests,December tenths
325374,2,"In U.S. autumn, Cliff visits the theater district every day. In U.S. winter, Cliff visits the financial district every day. Where will Cliff go on January 26?",the forest,the shipyard,the financial district,the theater district,the botanical garden
143501,2,What comes after October?,June,2 p.m.,November,January,11 a.m.
300738,4,Daisy counseled Will. Rob lampooned Will. Who made Will feel embarrassed?,Daisy,Charity,Cliff,Joy,Rob
324753,4,"In U.S. winter, Daisy visits the campground every day. In U.S. spring, Daisy visits the botanical garden every day. Where will Daisy go on January 27?",the forest,the town square,the botanical garden,the theater district,the campground
294124,2,April received a letter on Saturday. She answered it 2 days later. On which day did she answer the letter?,Saturday,Tuesday,Monday,Friday,Thursday
301228,0,Charity snubbed Will. Joy tended Will. Who made Will feel grateful?,Joy,Cliff,Daisy,Rob,Charity
336353,4,Rob rebuked Melody. Charity belittled Rob. Who did something affecting Rob?,Cliff,Rob,Joy,Daisy,Charity
296083,3,April missed a call at 8 a.m.. She returned it 1 hour later. When did she return the call?,9 p.m.,1 p.m.,2 a.m.,9 a.m.,3 a.m.
328686,3,Pick the thing which is typically the slowest.,Ford Mustang,B-52 bomber,personal watercraft,Whippet,Boeing 747
164019,0,Which of the following is 5 centuries after 5:37 p.m. on the 30th of April 1975?,"5:37 p.m. on April 30, 2475","5:37 p.m. on April 25, 1975","5:37 p.m. on May 5, 1975","5:32 p.m. on April 30, 1975","5:37 p.m. on November 30, 1974"
263542,1,Ginger bet Duke that no fowl is a hen. Ginger is a market broker. Duke is a real estate broker. Which of them won the bet?,chemist,real estate agent,cowboy,stockbroker,doctor
297176,0,"Only females who like honeydew melons are allowed on the basketball team. Only males who like red grapes are allowed on the rugby team. Daisy's aunt, Billie, likes all cream buff fruits. Which team could Billie join?",the basketball team,the rugby team,the hockey team,the baseball team,the soccer team
318691,2,Rob mocked Charity. Who had the action done to them?,mocking,Rob,Charity,Cliff,Joy
